scenario,avg_dijkstra_time,avg_astar_time,astar_improvement,same_path_percentage
normal,6.671833165876822,18.16887295426378,-172.32205156430945,0.0
rush_hour,6.274077047648385,35.07129893686706,-458.9873804627932,0.0
incident,9.101398268228744,30.039977705958506,-230.05892963526685,0.0
missing_data,59.632719904861894,90.82055483469728,-52.299869902953425,0.0
